Pack														Map													Zone																																																																																									Connections													
Field count							Options																					Type					Restrictions				Player towns					Neutral towns					Town types										Minimum mines							Mine Density							Terrain											Monsters													Treasure									Options												Zones		Options							Restrictions			
																											40			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				360 160					3		1	x	26	27	3000							1	8	2	8	
																											41			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				-280 160					3		1	x	26	34	3000							1	8	2	8	
																											42			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				-120 160					3		1	x	30	31	3000							1	8	2	8	
																											43			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				-40 160					3		1	x	31	39	3000							1	8	2	8	
																											44			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				-40 0					3		1	x	33	41	3000							1	8	2	8	
																											45			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				40 0					3		1	x	34	35	3000							1	8	2	8	
																											46			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				40 160					3		1	x	36	44	3000							1	8	2	8	
																											47			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				120 160					3		1	x	37	45	3000							1	8	2	8	
																											48			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9				280 160					3		1	x	38	39	3000							1	8	2	8	
																																																																																																																				40	48	3000							1	8	2	8	
																																																																																																																				42	43	3000							1	8	2	8	
																																																																																																																				44	45	3000							1	8	2	8	
																																																																																																																				46	47	3000							1	8	2	8	
														Golems Aplenty	9	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				15	1	4	4	4	1		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	2									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	1000	4000	8	3000	9000	4	9000	20000	2				40 -20					3		1	x	1	5	8000							1	4	4	4	
																											2	x				15	1	4	4	4	3		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	2									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	1000	4000	8	3000	9000	4	9000	20000	2				-80 -180					3		1	x	1	6	10000			+				1	4	4	4	
																											3	x				15	1	4	4	4	2		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	2									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	1000	4000	8	3000	9000	4	9000	20000	2				-80 -20					3		1	x	2	5	8000			+				1	4	4	4	
																											4	x				15	1	4	4	4	4		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	2									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	1000	4000	8	3000	9000	4	9000	20000	2				40 -180					3		1	x	3	5	8000							1	4	4	4	
																											5			x		35	1	4	4	4						1							x																							x			x							strong		x	x	x	x	x	x	x	x	x	x	x	3000	9000	10	5000	18000	6	9000	60000	4				-20 -100					3		1	x	3	7	10000			+				1	4	4	4	
																											6			x		20	1	4	4	4																																										x				avg		x	x	x	x	x	x	x	x	x	x	x	500	3000	6	3000	9000	4	9000	30000	1				80 -100					3		1	x	4	5	8000			+				1	4	4	4	
																											7			x		20	1	4	4	4																																										x				avg		x	x	x	x	x	x	x	x	x	x	x	500	3000	6	3000	9000	4	9000	30000	1				-120 -100					3		1	x	5	6	7000			+				1	4	4	4	
																																																																																																																				5	7	7000			+				1	4	4	4	
														Monk's Retreat	16	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				15	1	6	6	6	1		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x	x							avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-150 0					3		1	x	1	2	6000							1	6	6	6	
																											2	x				15	1	6	6	6	6		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				-150 170					3		1	x	1	3	6000							1	6	6	6	
																											3	x				15	1	6	6	6	3		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x	x							avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				0 10					3		1	x	1	9	18000							1	6	6	6	
																											4	x				15	1	6	6	6	4		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				0 150					3		1	x	2	4	6000							1	6	6	6	
																											5	x				15	1	6	6	6	5		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				150 0					3		1	x	2	9	18000							1	6	6	6	
																											6	x				15	1	6	6	6	2		1								x	x	x	x	x	x	x	x	x	x	1	1	1	1	1	1	1									x		x								avg		x	x	x	x	x	x	x	x	x	x	x	3000	6000	8	3000	9000	4	9000	20000	2				150 170					3		1	x	3	5	6000							1	6	6	6	
																											7			x		35	1	6	6	6						2					x	x	x	x	x	x	x	x	x	x	1	1					2									x		x	x				x			strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	10	6000	9000	8	9000	30000	3				90 80					3		1	x	3	8	18000							1	6	6	6	
																											8			x		35	1	6	6	6						2					x	x	x	x	x	x	x	x	x	x	1	1					2									x		x	x							strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	10	6000	9000	8	9000	30000	3				0 80					3		1	x	4	6	6000							1	6	6	6	
																											9			x		35	1	6	6	6						2					x	x	x	x	x	x	x	x	x	x	1	1					2									x		x	x	x						strong		x	x	x	x	x	x	x	x	x	x	x	3000	6000	10	6000	9000	8	9000	30000	3				-90 80					3		1	x	4	8	18000							1	6	6	6	
																																																																																																																				5	6	6000							1	6	6	6	
																																																																																																																				5	7	12000							1	6	6	6	
																																																																																																																				6	7	18000							1	6	6	6	
																																																																																																																				7	8	12000							1	6	6	6	
																																																																																																																				8	9	12000							1	6	6	6	
														8XM8 Huge	36	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				20	1	8	2	8	1		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-160 -240					3		1	x	1	17	6000							1	8	2	8	
																											2	x				20	1	8	2	8	3		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				240 -240					3		1	x	1	18	6000							1	8	2	8	
																											3	x				20	1	8	2	8	5		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-160 -80					3		1	x	2	23	6000							1	8	2	8	
																											4	x				20	1	8	2	8	7		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				240 -80					3		1	x	2	24	6000							1	8	2	8	
																											5	x				20	1	8	2	8	8		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-160 0					3		1	x	3	27	6000							1	8	2	8	
																											6	x				20	1	8	2	8	6		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				240 0					3		1	x	3	28	6000							1	8	2	8	
																											7	x				20	1	8	2	8	4		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-160 160					3		1	x	4	29	6000							1	8	2	8	
																											8	x				20	1	8	2	8	2		1								x	x	x	x	x	x	x	x	x	x	1		1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				240 160					3		1	x	4	30	6000							1	8	2	8	
																											9			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				0 -160					3		1	x	5	35	6000							1	8	2	8	
																											10			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1	1											x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				80 -160					3		1	x	5	36	6000							1	8	2	8	
																											11			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1		1										x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-320 -160					3		1	x	6	37	6000							1	8	2	8	
																											12			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1			1									x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				400 -160					3		1	x	6	38	6000							1	8	2	8	
																											13			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1												x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				-320 80					3		1	x	7	41	6000							1	8	2	8	
																											14			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1	1											x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				400 80					3		1	x	7	42	6000							1	8	2	8	
																											15			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1		1										x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				0 80					3		1	x	8	47	6000							1	8	2	8	
																											16			x		20	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1			1									x											avg		x	x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9				80 80					3		1	x	8	48	6000							1	8	2	8	
																											17			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-240 -240					3		1	x	9	19	12500							1	8	2	8	
																											18			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-80 -240					3		1	x	9	20	12500							1	8	2	8	
																											19			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				0 -240					3		1	x	10	21	12500							1	8	2	8	
																											20			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				0 -80					3		1	x	10	22	12500							1	8	2	8	
																											21			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				80 -80					3		1	x	11	25	12500							1	8	2	8	
																											22			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				80 -240					3		1	x	11	26	12500							1	8	2	8	
																											23			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				160 -240					3		1	x	12	31	12500							1	8	2	8	
																											24			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				320 -240					3		1	x	12	32	12500							1	8	2	8	
																											25			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-320 -240					3		1	x	13	33	12500							1	8	2	8	
																											26			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-320 -80					3		1	x	13	34	12500							1	8	2	8	
																											27			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-240 -80					3		1	x	14	39	12500							1	8	2	8	
																											28			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-80 -80					3		1	x	14	40	12500							1	8	2	8	
																											29			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				160 -80					3		1	x	15	43	12500							1	8	2	8	
																											30			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				320 -80					3		1	x	15	44	12500							1	8	2	8	
																											31			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				400 -80					3		1	x	16	45	12500							1	8	2	8	
																											32			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				400 -240					3		1	x	16	46	12500							1	8	2	8	
																											33			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-320 160					3		1	x	17	25	6000							1	8	2	8	
																											34			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-320 0					3		1	x	18	19	6000							1	8	2	8	
																											35			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-240 0					3		1	x	20	21	6000							1	8	2	8	
																											36			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-80 0					3		1	x	20	28	6000							1	8	2	8	
																											37			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				160 0					3		1	x	21	29	6000							1	8	2	8	
																											38			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				320 0					3		1	x	22	23	6000							1	8	2	8	
																											39			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				400 0					3		1	x	24	32	6000							1	8	2	8	
																											40			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				400 160					3		1	x	26	27	6000							1	8	2	8	
																											41			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-240 160					3		1	x	26	34	6000							1	8	2	8	
																											42			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				-80 160					3		1	x	30	31	6000							1	8	2	8	
																											43			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				0 160					3		1	x	31	39	6000							1	8	2	8	
																											44			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				0 0					3		1	x	33	41	6000							1	8	2	8	
																											45			x		20	1	8	2	8																						1														x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				80 0					3		1	x	34	35	6000							1	8	2	8	
																											46			x		20	1	8	2	8																								1												x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				80 160					3		1	x	36	44	6000							1	8	2	8	
																											47			x		20	1	8	2	8																									1											x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				160 160					3		1	x	37	45	6000							1	8	2	8	
																											48			x		20	1	8	2	8																										1										x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				320 160					3		1	x	38	39	6000							1	8	2	8	
																																																																																																																				40	48	6000							1	8	2	8	
																																																																																																																				42	43	6000							1	8	2	8	
																																																																																																																				44	45	6000							1	8	2	8	
																																																																																																																				46	47	6000							1	8	2	8	
														8XM12 Huge	50	99	+57 +58 +59 +83 +126 +127 +128 +161 				+15 0 d d d d +27 0 d d d d +37 0 d d d d +80 0 d d d d +35 0 d d d d +16 23 d d d d +16 25 d d d d +16 28 d d d d +145 0 d d d d +10 n 15000 d d d +13 0 d d d d +13 1 d d d d +13 2 d d d d 				x		1	x				15	1	8	2	8	1		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				140 140					3		1	x	1	21	3000							1	8	2	8	
																											2	x				15	1	8	2	8	3		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				140 -100					3		1	x	1	24	3000							1	8	2	8	
																											3	x				15	1	8	2	8	8		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				90 90					3		1	x	2	23	3000							1	8	2	8	
																											4	x				15	1	8	2	8	6		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				90 -50					3		1	x	2	25	3000							1	8	2	8	
																											5	x				15	1	8	2	8	5		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-50 90					3		1	x	3	11	3000							1	8	2	8	
																											6	x				15	1	8	2	8	7		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-50 -50					3		1	x	3	11	3000							1	8	2	8	
																											7	x				15	1	8	2	8	4		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-100 140					3		1	x	3	14	3000							1	8	2	8	
																											8	x				15	1	8	2	8	2		1								x	x	x	x	x	x	x	x	x	x	1		1												x											weak		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-100 -100					3		1	x	3	14	3000							1	8	2	8	
																											9			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1												x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				200 100					3		1	x	3	22	3000							1	8	2	8	
																											10			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1	1											x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				200 -60					3		1	x	3	26	3000							1	8	2	8	
																											11			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1		1										x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				100 20					3		1	x	4	11	3000							1	8	2	8	
																											12			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1			1									x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				100 200					3		1	x	4	11	3000							1	8	2	8	
																											13			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1												x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				100 -160					3		1	x	4	15	3000							1	8	2	8	
																											14			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1	1											x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				20 100					3		1	x	4	15	3000							1	8	2	8	
																											15			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1		1										x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				20 -60					3		1	x	4	22	3000							1	8	2	8	
																											16			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1			1									x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				-60 200					3		1	x	4	27	3000							1	8	2	8	
																											17			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1	1	1												x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				-60 -160					3		1	x	5	14	3000							1	8	2	8	
																											18			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1	1											x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				-60 20					3		1	x	5	14	3000							1	8	2	8	
																											19			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1		1										x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				-160 100					3		1	x	5	18	3000							1	8	2	8	
																											20			x		15	1	8	2	8						1					x	x	x	x	x	x	x	x	x	x	1		1			1									x											avg		x	x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	3000	6000	9				-160 -60					3		1	x	5	18	3000							1	8	2	8	
																											21			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				220 160					3		1	x	5	26	3000							1	8	2	8	
																											22			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				160 20					3		1	x	5	31	3000							1	8	2	8	
																											23			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				220 -120					3		1	x	6	15	3000							1	8	2	8	
																											24			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				160 220					3		1	x	6	15	3000							1	8	2	8	
																											25			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				160 -180					3		1	x	6	18	3000							1	8	2	8	
																											26			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				20 160					3		1	x	6	18	3000							1	8	2	8	
																											27			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				20 -120					3		1	x	6	27	3000							1	8	2	8	
																											28			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-120 220					3		1	x	6	31	3000							1	8	2	8	
																											29			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-120 -180					3		1	x	7	28	3000							1	8	2	8	
																											30			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-180 160					3		1	x	7	30	3000							1	8	2	8	
																											31			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-120 20					3		1	x	8	29	3000							1	8	2	8	
																											32			x		15	1	8	2	8																																				x	x	x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9				-180 -120					3		1	x	8	32	3000							1	8	2	8	
																											33			x		15	1	8	2	8																						2		2	2	2	2									x	x	x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	x	40000	80000	1	20000	30000	8	7500	8000	8				20 20					3		1	x	9	21	3000							1	8	2	8	
																																																																																																																				9	22	3000							1	8	2	8	
																																																																																																																				9	22	3000							1	8	2	8	
																																																																																																																				10	22	3000							1	8	2	8	
																																																																																																																				10	22	3000							1	8	2	8	
																																																																																																																				10	23	3000							1	8	2	8	
																																																																																																																				11	22	3000							1	8	2	8	
																																																																																																																				11	33	12500							1	8	2	8	
																																																																																																																				12	24	3000							1	8	2	8	
																																																																																																																				12	26	3000							1	8	2	8	
																																																																																																																				12	26	3000							1	8	2	8	
																																																																																																																				13	25	3000							1	8	2	8	
																																																																																																																				13	27	3000							1	8	2	8	
																																																																																																																				13	27	3000							1	8	2	8	
																																																																																																																				14	26	3000							1	8	2	8	
